date,currency_code,name,local_price,dollar_ex
2012-01-01,CAD,Canada,4.73,1.02095
2012-01-01,CHF,Switzerland,6.5,0.9551
2012-01-01,CLP,Chile,2050.0,506.05
2012-01-01,CNY,China,15.4,6.3155
2012-01-01,COP,Colombia,8400.0,1852.15
2012-01-01,CRC,Costa Rica,2050.0,509.54
2012-01-01,CZK,Czech Republic,70.22,20.36535
2012-01-01,DKK,Denmark,31.5,5.86135
2012-01-01,EGP,Egypt,15.5,6.037000000000001
2012-01-01,EUR,Euro area,3.49245637,0.788239467
2012-01-01,GBP,Britain,2.49,0.651253663
2012-01-01,HKD,Hong Kong,16.5,7.76735
2012-01-01,HUF,Hungary,645.0,245.69425
2012-01-01,IDR,Indonesia,22534.0,9160.0
2012-01-01,INR,India,84.0,51.905
2012-01-01,ILS,Israel,15.9,3.8485
2012-01-01,JPY,Japan,320.0,76.92
2012-01-01,KRW,South Korea,3700.0,1158.75
2012-01-01,LKR,Sri Lanka,290.0,113.93
2012-01-01,MXN,Mexico,37.0,13.6844
2012-01-01,MYR,Malaysia,7.35,3.13955
2012-01-01,NOK,Norway,41.0,6.0399
2012-01-01,NZD,New Zealand,5.1,1.26000126
2012-01-01,PKR,Pakistan,260.0,90.05
2012-01-01,PEN,Peru,10.0,2.6925
2012-01-01,PHP,Philippines,118.0,44.005
2012-01-01,PLN,Poland,9.1,3.52045
2012-01-01,RUB,Russia,81.0,31.7693
2012-01-01,SAR,Saudi Arabia,10.0,3.7502
2012-01-01,SGD,Singapore,4.85,1.2928
2012-01-01,SEK,Sweden,41.0,6.9338
2012-01-01,THB,Thailand,78.0,31.75
2012-01-01,TRY,Turkey,6.6,1.86295
2012-01-01,TWD,Taiwan,75.0,29.9795
2012-01-01,UAH,Ukraine,17.0,8.0405
2012-01-01,UYU,Uruguay,90.0,19.45
2012-01-01,USD,United States,4.19722,1.0
2012-01-01,ZAR,South Africa,19.95,8.1304
2012-07-01,AED,UAE,12.0,3.67295
2012-07-01,ARS,Argentina,19.0,4.56625
2012-07-01,AUD,Australia,4.56,0.9743264970000001
2012-07-01,BRL,Brazil,10.08,2.04215
2012-07-01,CAD,Canada,5.12,1.01945
2012-07-01,CHF,Switzerland,6.5,0.9906
2012-07-01,CLP,Chile,2050.0,493.05
2012-07-01,CNY,China,15.65,6.3885
2012-07-01,COP,Colombia,8600.0,1804.475
2012-07-01,CZK,Czech Republic,70.33,21.048000000000002
2012-07-01,DKK,Denmark,28.5,6.1356
2012-07-01,EGP,Egypt,16.0,6.0665
2012-07-01,EUR,Euro area,3.5834822410000005,0.8248443109999999
2012-07-01,GBP,Britain,2.69,0.646266197
2012-07-01,HKD,Hong Kong,16.5,7.75815
2012-07-01,HUF,Hungary,830.0,238.2151
2012-07-01,IDR,Indonesia,24200.0,9482.5
2012-07-01,INR,India,89.0,56.165
2012-07-01,ILS,Israel,11.9,4.07625
2012-07-01,JPY,Japan,320.0,78.22
2012-07-01,KRW,South Korea,3700.0,1151.0
2012-07-01,LKR,Sri Lanka,290.0,131.0
2012-07-01,MXN,Mexico,37.0,13.687000000000001
2012-07-01,MYR,Malaysia,7.4,3.1735
2012-07-01,NOK,Norway,43.0,6.09205
2012-07-01,NZD,New Zealand,5.1,1.273560876
2012-07-01,PKR,Pakistan,285.0,94.605
2012-07-01,PHP,Philippines,118.0,42.2
2012-07-01,PLN,Poland,9.1,3.46035
2012-07-01,RUB,Russia,75.0,32.76525
2012-07-01,SAR,Saudi Arabia,10.0,3.75025
2012-07-01,SGD,Singapore,4.4,1.2585
2012-07-01,SEK,Sweden,39.97301987,6.9777
2012-07-01,THB,Thailand,82.0,31.7
2012-07-01,TRY,Turkey,8.25,1.8269
2012-07-01,TWD,Taiwan,75.0,30.1955
2012-07-01,UAH,Ukraine,15.0,8.0855
2012-07-01,UYU,Uruguay,99.0,21.87
2012-07-01,USD,United States,4.3275,1.0
2012-07-01,ZAR,South Africa,19.95,8.4683
2013-01-01,AED,UAE,12.0,3.67305
2013-01-01,ARS,Argentina,19.0,4.9765
2013-01-01,AUD,Australia,4.7,0.959094615
2013-01-01,BRL,Brazil,11.25,1.99335
2013-01-01,CAD,Canada,5.41,1.0029
2013-01-01,CHF,Switzerland,6.5,0.9123
2013-01-01,CLP,Chile,2050.0,471.75
2013-01-01,CNY,China,16.0,6.2204
2013-01-01,COP,Colombia,8600.0,1773.175
2013-01-01,CRC,Costa Rica,2200.0,500.83
2013-01-01,CZK,Czech Republic,70.33,18.89495
2013-01-01,DKK,Denmark,28.5,5.49795
2013-01-01,EGP,Egypt,16.0,6.68575
2013-01-01,EUR,Euro area,3.5948495719999998,0.7369468290000001
2013-01-01,GBP,Britain,2.69,0.633211968
2013-01-01,HKD,Hong Kong,17.0,7.7591
2013-01-01,HUF,Hungary,830.0,217.46935
2013-01-01,IDR,Indonesia,27939.0,9767.5
2013-01-01,INR,India,89.0,53.395
2013-01-01,ILS,Israel,14.9,3.72455
2013-01-01,JPY,Japan,320.0,91.065
2013-01-01,KRW,South Korea,3700.0,1085.475
2013-01-01,LKR,Sri Lanka,350.0,126.45
2013-01-01,MXN,Mexico,37.0,12.7384
2013-01-01,MYR,Malaysia,7.95,3.083
2013-01-01,NOK,Norway,43.0,5.4831
2013-01-01,NZD,New Zealand,5.2,1.202428906
2013-01-01,PKR,Pakistan,290.0,97.665
2013-01-01,PEN,Peru,10.0,2.5595
2013-01-01,PHP,Philippines,118.0,40.6
2013-01-01,PLN,Poland,9.1,3.092
2013-01-01,RUB,Russia,72.88,30.045
2013-01-01,SAR,Saudi Arabia,11.0,3.7502
2013-01-01,SGD,Singapore,4.5,1.23485
2013-01-01,SEK,Sweden,40.55930138,6.3492
2013-01-01,THB,Thailand,87.0,29.755
2013-01-01,TRY,Turkey,8.45,1.76875
2013-01-01,TWD,Taiwan,75.0,29.502
2013-01-01,UAH,Ukraine,19.0,8.144
2013-01-01,UYU,Uruguay,105.0,19.28
2013-01-01,USD,United States,4.367395833,1.0
2013-01-01,ZAR,South Africa,20.9,9.047
2013-07-01,AED,UAE,12.0,3.673
2013-07-01,ARS,Argentina,21.0,5.4125
2013-07-01,AUD,Australia,5.035,1.089858863
2013-07-01,BRL,Brazil,12.0,2.27065
2013-07-01,CAD,Canada,5.53,1.05125
2013-07-01,CHF,Switzerland,6.5,0.9674
2013-07-01,CLP,Chile,2000.0,508.155
2013-07-01,CNY,China,16.0,6.1341
2013-07-01,COP,Colombia,8600.0,1921.0
2013-07-01,CRC,Costa Rica,2150.0,498.675
2013-07-01,CZK,Czech Republic,70.45,20.1828
2013-07-01,DKK,Denmark,28.5,5.8006
2013-07-01,EGP,Egypt,16.75,7.00915
2013-07-01,EUR,Euro area,3.6238704889999998,0.777756173
2013-07-01,GBP,Britain,2.69,0.669142494
2013-07-01,HKD,Hong Kong,17.0,7.75665
2013-07-01,HUF,Hungary,860.0,228.46200000000002
2013-07-01,IDR,Indonesia,27939.0,9965.0
2013-07-01,INR,India,90.0,59.98
2013-07-01,ILS,Israel,17.5,3.64595
2013-07-01,JPY,Japan,320.0,100.105
2013-07-01,KRW,South Korea,3900.0,1135.7
2013-07-01,LKR,Sri Lanka,370.0,130.8
2013-07-01,MXN,Mexico,37.0,12.94115
2013-07-01,MYR,Malaysia,7.3,3.1805
2013-07-01,NOK,Norway,46.0,6.1281
2013-07-01,NZD,New Zealand,5.5,1.279344975
2013-07-01,PKR,Pakistan,300.0,100.035
2013-07-01,PEN,Peru,10.0,2.783
2013-07-01,PHP,Philippines,115.21,43.44
2013-07-01,PLN,Poland,9.2,3.3655
2013-07-01,RUB,Russia,87.0,32.9389
2013-07-01,SAR,Saudi Arabia,10.0,3.7502
2013-07-01,SGD,Singapore,4.7,1.2747
2013-07-01,SEK,Sweden,41.61,6.7583
2013-07-01,THB,Thailand,89.0,31.275
2013-07-01,TRY,Turkey,8.5,1.95745
2013-07-01,TWD,Taiwan,79.0,30.0285
2013-07-01,UAH,Ukraine,19.0,8.155
2013-07-01,UYU,Uruguay,105.0,21.085
2013-07-01,USD,United States,4.556666667,1.0
2013-07-01,ZAR,South Africa,22.5,10.04725
2014-01-01,AED,UAE,12.0,3.673
2014-01-01,ARS,Argentina,21.0,6.92125
2014-01-01,AUD,Australia,5.05,1.128859288
2014-01-01,BRL,Brazil,12.4,2.36305
2014-01-01,CAD,Canada,5.54,1.1051
2014-01-01,CHF,Switzerland,6.5,0.91005
2014-01-01,CLP,Chile,2000.0,541.95
2014-01-01,CNY,China,16.6,6.0513
2014-01-01,COP,Colombia,8600.0,1982.795
2014-01-01,CRC,Costa Rica,2150.0,501.92
2014-01-01,CZK,Czech Republic,70.45,20.2838
2014-01-01,DKK,Denmark,28.5,5.5014
2014-01-01,EGP,Egypt,16.93,6.961
2014-01-01,EUR,Euro area,3.657962724,0.737218475
2014-01-01,GBP,Britain,2.79,0.603009015
2014-01-01,HKD,Hong Kong,18.0,7.75785
2014-01-01,HUF,Hungary,860.0,223.09705
2014-01-01,IDR,Indonesia,27939.0,12140.0
2014-01-01,INR,India,95.0,61.845
2014-01-01,ILS,Israel,17.5,3.4882
2014-01-01,JPY,Japan,310.0,104.245
2014-01-01,KRW,South Korea,3700.0,1067.3
2014-01-01,LKR,Sri Lanka,350.0,130.8
2014-01-01,MXN,Mexico,37.0,13.33275
2014-01-01,MYR,Malaysia,7.4,3.3235
2014-01-01,NOK,Norway,48.0,6.15745
2014-01-01,NZD,New Zealand,5.5,1.203007519
2014-01-01,PKR,Pakistan,320.0,105.415
2014-01-01,PEN,Peru,10.0,2.8065
2014-01-01,PHP,Philippines,135.0,45.23
2014-01-01,PLN,Poland,9.2,3.0684
2014-01-01,RUB,Russia,89.0,33.93925
2014-01-01,SAR,Saudi Arabia,11.0,3.7504
2014-01-01,SGD,Singapore,4.6,1.27885
2014-01-01,SEK,Sweden,40.7,6.47315
2014-01-01,THB,Thailand,96.0,32.875
2014-01-01,TRY,Turkey,8.5,2.26155
2014-01-01,TWD,Taiwan,79.0,30.160999999999998
2014-01-01,UAH,Ukraine,19.0,8.379
2014-01-01,UYU,Uruguay,105.0,21.38
2014-01-01,USD,United States,4.624166667,1.0
2014-01-01,ZAR,South Africa,23.5,10.87765
2014-07-01,AED,UAE,13.0,3.67305
2014-07-01,ARS,Argentina,21.0,8.16875
2014-07-01,AUD,Australia,5.1,1.059378145
2014-07-01,BRL,Brazil,13.0,2.22025
2014-07-01,CAD,Canada,5.64,1.07405
2014-07-01,CHF,Switzerland,6.16,0.9024
2014-07-01,CLP,Chile,2100.0,564.14
2014-07-01,CNY,China,16.9,6.1983
2014-07-01,COP,Colombia,8600.0,1847.65
2014-07-01,CRC,Costa Rica,2150.0,537.3
2014-07-01,CZK,Czech Republic,70.45,20.3877
2014-07-01,DKK,Denmark,28.5,5.5388
2014-07-01,EGP,Egypt,16.93,7.15005
2014-07-01,EUR,Euro area,3.67923829,0.7427489140000001
2014-07-01,GBP,Britain,2.89,0.586785589
2014-07-01,HKD,Hong Kong,18.8,7.75045
2014-07-01,HUF,Hungary,860.0,228.30615
2014-07-01,IDR,Indonesia,27939.0,11505.0
2014-07-01,INR,India,105.0,60.08875
2014-07-01,ILS,Israel,17.5,3.4138
2014-07-01,JPY,Japan,370.0,101.53
2014-07-01,KRW,South Korea,4100.0,1023.75
2014-07-01,LKR,Sri Lanka,350.0,130.255
2014-07-01,MXN,Mexico,42.0,12.93255
2014-07-01,MYR,Malaysia,7.63,3.1675
2014-07-01,NOK,Norway,48.0,6.1873
2014-07-01,NZD,New Zealand,5.7,1.152737752
2014-07-01,PKR,Pakistan,300.0,98.68
2014-07-01,PEN,Peru,10.0,2.7880000000000003
2014-07-01,PHP,Philippines,160.0,43.205
2014-07-01,PLN,Poland,9.2,3.0714
2014-07-01,RUB,Russia,89.0,34.83725
2014-07-01,SAR,Saudi Arabia,11.0,3.75035
2014-07-01,SGD,Singapore,4.7,1.238
2014-07-01,SEK,Sweden,40.7,6.836
2014-07-01,THB,Thailand,99.0,31.78
2014-07-01,TRY,Turkey,9.25,2.09125
2014-07-01,TWD,Taiwan,79.0,29.982
2014-07-01,UAH,Ukraine,19.0,11.685
2014-07-01,UYU,Uruguay,113.0,22.97
2014-07-01,USD,United States,4.795,1.0
2014-07-01,VND,Vietnam,60000.0,21230.0
2014-07-01,ZAR,South Africa,24.5,10.5145
2015-01-01,AED,UAE,13.0,3.67305
2015-01-01,ARS,Argentina,28.0,8.61
2015-01-01,AUD,Australia,5.3,1.227219734
2015-01-01,BRL,Brazil,13.5,2.59275
2015-01-01,CAD,Canada,5.7,1.22855
2015-01-01,CHF,Switzerland,6.5,0.86165
2015-01-01,CLP,Chile,2100.0,627.485
2015-01-01,CNY,China,17.2,6.2115
2015-01-01,COP,Colombia,7900.0,2364.98
2015-01-01,CRC,Costa Rica,2150.0,536.09
2015-01-01,CZK,Czech Republic,70.45,24.13325
2015-01-01,DKK,Denmark,34.5,6.4174
2015-01-01,EGP,Egypt,16.93,7.35005
2015-01-01,EUR,Euro area,3.68,0.8630734040000001
2015-01-01,GBP,Britain,2.89,0.6615944429999999
2015-01-01,HKD,Hong Kong,18.8,7.75135
2015-01-01,HUF,Hungary,860.0,271.39345
2015-01-01,IDR,Indonesia,27939.0,12480.0
2015-01-01,INR,India,116.25,61.615
2015-01-01,ILS,Israel,17.5,3.93415
2015-01-01,JPY,Japan,370.0,117.765
2015-01-01,KRW,South Korea,4100.0,1083.3
2015-01-01,LKR,Sri Lanka,350.0,131.875
2015-01-01,MXN,Mexico,49.0,14.6275
2015-01-01,MYR,Malaysia,7.63,3.6155
2015-01-01,NOK,Norway,48.0,7.6225
2015-01-01,NZD,New Zealand,5.9,1.313283866
2015-01-01,PKR,Pakistan,300.0,100.735
2015-01-01,PEN,Peru,10.0,3.008
2015-01-01,PHP,Philippines,163.0,44.41
2015-01-01,PLN,Poland,9.2,3.7066
2015-01-01,RUB,Russia,89.0,65.227
2015-01-01,SAR,Saudi Arabia,11.0,3.7569
2015-01-01,SGD,Singapore,4.7,1.33315
2015-01-01,SEK,Sweden,40.7,8.19145
2015-01-01,THB,Thailand,99.0,32.605
2015-01-01,TRY,Turkey,9.25,2.33345
2015-01-01,TWD,Taiwan,79.0,31.493000000000002
2015-01-01,UAH,Ukraine,19.0,15.822000000000001
2015-01-01,UYU,Uruguay,113.0,24.425
2015-01-01,USD,United States,4.79,1.0
2015-01-01,VND,Vietnam,60000.0,21380.0
2015-01-01,ZAR,South Africa,25.5,11.47875
2015-07-01,AED,UAE,13.0,3.67295
2015-07-01,ARS,Argentina,28.0,9.135
2015-07-01,AUD,Australia,5.3,1.35126005
2015-07-01,BRL,Brazil,13.5,3.15235
2015-07-01,CAD,Canada,5.85,1.2897
2015-07-01,CHF,Switzerland,6.5,0.9528
2015-07-01,CLP,Chile,2100.0,642.45
2015-07-01,CNY,China,17.0,6.2092
2015-07-01,COP,Colombia,7900.0,2708.9
2015-07-01,CRC,Costa Rica,2150.0,533.3
2015-07-01,CZK,Czech Republic,70.0,24.70225
2015-07-01,DKK,Denmark,34.59,6.81105
2015-07-01,EGP,Egypt,16.93,7.83005
2015-07-01,EUR,Euro area,3.7,0.9127002240000001
2015-07-01,GBP,Britain,2.89,0.640450877
2015-07-01,HKD,Hong Kong,19.2,7.7508
2015-07-01,HUF,Hungary,900.0,282.8778
2015-07-01,IDR,Indonesia,30500.0,13344.5
2015-07-01,INR,India,116.25,63.43
2015-07-01,ILS,Israel,17.5,3.77835
2015-07-01,JPY,Japan,370.0,123.935
2015-07-01,KRW,South Korea,4300.0,1143.5
2015-07-01,LKR,Sri Lanka,350.0,133.85
2015-07-01,MXN,Mexico,49.0,15.73975
2015-07-01,MYR,Malaysia,7.65,3.8065
2015-07-01,NOK,Norway,46.0,8.14255
2015-07-01,NZD,New Zealand,5.9,1.509092281
2015-07-01,PKR,Pakistan,350.0,101.7
2015-07-01,PEN,Peru,10.0,3.1835
2015-07-01,PHP,Philippines,163.0,45.2125
2015-07-01,PLN,Poland,9.6,3.7736
2015-07-01,RUB,Russia,107.0,56.815
2015-07-01,SAR,Saudi Arabia,12.0,3.75055
2015-07-01,SGD,Singapore,4.7,1.3664
2015-07-01,SEK,Sweden,43.7,8.52265
2015-07-01,THB,Thailand,108.0,34.0875
2015-07-01,TRY,Turkey,10.25,2.6457
2015-07-01,TWD,Taiwan,79.0,31.02
2015-07-01,UAH,Ukraine,34.0,21.95
2015-07-01,UYU,Uruguay,113.0,27.345
2015-07-01,USD,United States,4.79,1.0
2015-07-01,VND,Vietnam,60000.0,21810.0
2015-07-01,ZAR,South Africa,26.0,12.41455
2016-01-01,AED,UAE,13.0,3.6731
2016-01-01,ARS,Argentina,33.0,13.80925
2016-01-01,AUD,Australia,5.3,1.4157287459999999
2016-01-01,BRL,Brazil,13.5,4.0248
2016-01-01,CAD,Canada,5.84,1.4092
2016-01-01,CHF,Switzerland,6.5,1.0088
2016-01-01,CLP,Chile,2100.0,715.215
2016-01-01,CNY,China,17.6,6.5582
2016-01-01,COP,Colombia,7900.0,3253.9
2016-01-01,CRC,Costa Rica,2150.0,535.25
2016-01-01,CZK,Czech Republic,75.0,25.1442
2016-01-01,DKK,Denmark,30.0,6.9405
2016-01-01,EGP,Egypt,16.93,7.83005
2016-01-01,EUR,Euro area,3.72,0.9302325579999999
2016-01-01,GBP,Britain,2.89,0.684532977
2016-01-01,HKD,Hong Kong,19.2,7.75235
2016-01-01,HUF,Hungary,900.0,292.67905
2016-01-01,IDR,Indonesia,30500.0,13947.5
2016-01-01,INR,India,127.0,66.8025
2016-01-01,ILS,Israel,16.9,3.94105
2016-01-01,JPY,Japan,370.0,118.645
2016-01-01,KRW,South Korea,4300.0,1197.75
2016-01-01,LKR,Sri Lanka,350.0,144.05
2016-01-01,MXN,Mexico,49.0,17.43675
2016-01-01,MYR,Malaysia,8.0,4.3925
2016-01-01,NOK,Norway,46.8,8.97465
2016-01-01,NZD,New Zealand,5.9,1.508068165
2016-01-01,PKR,Pakistan,300.0,104.885
2016-01-01,PEN,Peru,10.0,3.418
2016-01-01,PHP,Philippines,131.0,47.0225
2016-01-01,PLN,Poland,9.6,4.0477
2016-01-01,RUB,Russia,114.0,74.655
2016-01-01,SAR,Saudi Arabia,12.0,3.7543
2016-01-01,SGD,Singapore,4.7,1.43725
2016-01-01,SEK,Sweden,45.0,8.60185
2016-01-01,THB,Thailand,112.0,36.22
2016-01-01,TRY,Turkey,10.25,3.0096
2016-01-01,TWD,Taiwan,69.0,33.2315
2016-01-01,UAH,Ukraine,36.0,23.35
2016-01-01,UYU,Uruguay,113.0,30.185
2016-01-01,USD,United States,4.93,1.0
2016-01-01,VND,Vietnam,60000.0,22467.5
2016-01-01,ZAR,South Africa,28.0,15.81375
2016-07-01,AED,UAE,13.0,3.6731
2016-07-01,ARS,Argentina,50.0,14.935
2016-07-01,AUD,Australia,5.75,1.335737661
2016-07-01,BRL,Brazil,15.5,3.24145
2016-07-01,CAD,Canada,6.0,1.3030000000000002
2016-07-01,CHF,Switzerland,6.5,0.9861
2016-07-01,CLP,Chile,2300.0,651.12
2016-07-01,CNY,China,18.6,6.678
2016-07-01,COP,Colombia,8900.0,2929.0
2016-07-01,CRC,Costa Rica,2250.0,546.39
2016-07-01,CZK,Czech Republic,75.0,24.54655
2016-07-01,DKK,Denmark,30.0,6.75715
2016-07-01,EGP,Egypt,23.0,8.87995
2016-07-01,EUR,Euro area,3.82,0.908306463
2016-07-01,GBP,Britain,2.99,0.758840492
2016-07-01,HKD,Hong Kong,19.2,7.7554
2016-07-01,HUF,Hungary,900.0,285.6397
2016-07-01,IDR,Indonesia,31000.0,13112.5
2016-07-01,INR,India,162.0,67.2
2016-07-01,ILS,Israel,16.9,3.85875
2016-07-01,JPY,Japan,370.0,106.725
2016-07-01,KRW,South Korea,4400.0,1140.95
2016-07-01,LKR,Sri Lanka,530.0,146.2
2016-07-01,MXN,Mexico,44.0,18.535
2016-07-01,MYR,Malaysia,8.0,4.027
2016-07-01,NOK,Norway,46.8,8.49355
2016-07-01,NZD,New Zealand,6.0,1.4213630869999998
2016-07-01,PKR,Pakistan,375.0,104.82
2016-07-01,PEN,Peru,10.0,3.30585
2016-07-01,PHP,Philippines,133.0,47.115
2016-07-01,PLN,Poland,9.6,3.96565
2016-07-01,RUB,Russia,130.0,63.40755
2016-07-01,SAR,Saudi Arabia,12.0,3.7505
2016-07-01,SGD,Singapore,5.45,1.3577
2016-07-01,SEK,Sweden,44.94,8.59485
2016-07-01,THB,Thailand,119.0,34.965
2016-07-01,TRY,Turkey,10.75,3.04305
2016-07-01,TWD,Taiwan,69.0,32.029
2016-07-01,UAH,Ukraine,39.0,24.8
2016-07-01,UYU,Uruguay,123.0,30.165
2016-07-01,USD,United States,5.04,1.0
2016-07-01,VND,Vietnam,60000.0,22300.0
2016-07-01,ZAR,South Africa,30.0,14.27375
2017-01-01,AED,UAE,13.0,3.673
2017-01-01,ARS,Argentina,55.0,15.8575
2017-01-01,AUD,Australia,5.8,1.3566680230000001
2017-01-01,BRL,Brazil,16.5,3.22395
2017-01-01,CAD,Canada,5.98,1.3259999999999998
2017-01-01,CHF,Switzerland,6.5,1.0236
2017-01-01,CLP,Chile,2450.0,672.805
2017-01-01,CNY,China,19.6,6.9266
2017-01-01,COP,Colombia,9900.0,2994.625
2017-01-01,CRC,Costa Rica,2250.0,554.33
2017-01-01,CZK,Czech Republic,75.0,25.81175
2017-01-01,DKK,Denmark,30.0,7.10125
2017-01-01,EGP,Egypt,27.49,18.77
2017-01-01,EUR,Euro area,3.88,0.955246692
2017-01-01,GBP,Britain,3.09,0.82877507
2017-01-01,HKD,Hong Kong,19.2,7.75595
2017-01-01,HUF,Hungary,900.0,294.6172
2017-01-01,IDR,Indonesia,31000.0,13329.0
2017-01-01,INR,India,170.0,68.3275
2017-01-01,ILS,Israel,16.9,3.855
2017-01-01,JPY,Japan,380.0,116.665
2017-01-01,KRW,South Korea,4400.0,1196.45
2017-01-01,LKR,Sri Lanka,550.0,150.06
2017-01-01,MXN,Mexico,49.0,21.9505
2017-01-01,MYR,Malaysia,8.0,4.4715
2017-01-01,NOK,Norway,49.0,8.64835
2017-01-01,NZD,New Zealand,6.0,1.43358899
2017-01-01,PKR,Pakistan,375.0,104.775
2017-01-01,PEN,Peru,11.0,3.3929
2017-01-01,PHP,Philippines,133.0,49.615
2017-01-01,PLN,Poland,9.6,4.17215
2017-01-01,RUB,Russia,130.0,60.4375
2017-01-01,SAR,Saudi Arabia,12.0,3.75065
2017-01-01,SGD,Singapore,5.6,1.43875
2017-01-01,SEK,Sweden,48.0,9.12455
2017-01-01,THB,Thailand,119.0,35.573
2017-01-01,TRY,Turkey,10.75,3.91115
2017-01-01,TWD,Taiwan,69.0,31.905
2017-01-01,UAH,Ukraine,42.0,27.235
2017-01-01,UYU,Uruguay,125.0,28.725
2017-01-01,USD,United States,5.06,1.0
2017-01-01,VND,Vietnam,60000.0,22572.0
2017-01-01,ZAR,South Africa,26.32,13.9525
2017-07-01,AED,UAE,14.0,3.673
2017-07-01,ARS,Argentina,70.0,16.9675
2017-07-01,AUD,Australia,5.9,1.303016483
2017-07-01,BRL,Brazil,16.5,3.2343
2017-07-01,CAD,Canada,5.97,1.2823
2017-07-01,CHF,Switzerland,6.5,0.96415
2017-07-01,CLP,Chile,2550.0,663.355
2017-07-01,CNY,China,19.8,6.7875
2017-07-01,COP,Colombia,9900.0,3052.16
2017-07-01,CRC,Costa Rica,2290.0,572.495
2017-07-01,CZK,Czech Republic,75.0,22.8561
2017-07-01,DKK,Denmark,30.0,6.51255
2017-07-01,EGP,Egypt,31.37,17.885
2017-07-01,EUR,Euro area,3.91,0.875695083
2017-07-01,GBP,Britain,3.19,0.775885479
2017-07-01,HKD,Hong Kong,19.2,7.8115
2017-07-01,HUF,Hungary,862.0,268.6239
2017-07-01,IDR,Indonesia,32126.0,13369.5
2017-07-01,INR,India,178.0,64.5575
2017-07-01,ILS,Israel,16.9,3.5405
2017-07-01,JPY,Japan,380.0,113.06
2017-07-01,KRW,South Korea,4400.0,1144.65
2017-07-01,LKR,Sri Lanka,580.0,153.725
2017-07-01,MXN,Mexico,49.0,17.79075
2017-07-01,MYR,Malaysia,8.6,4.2935
2017-07-01,NOK,Norway,49.0,8.2852
2017-07-01,NZD,New Zealand,6.1,1.376273053
2017-07-01,PKR,Pakistan,375.0,105.15
2017-07-01,PEN,Peru,10.5,3.2515
2017-07-01,PHP,Philippines,134.0,50.5765
2017-07-01,PLN,Poland,10.1,3.7086
2017-07-01,RUB,Russia,137.0,60.1369
2017-07-01,SAR,Saudi Arabia,12.0,3.75015
2017-07-01,SGD,Singapore,5.6,1.3777
2017-07-01,SEK,Sweden,48.97,8.41565
2017-07-01,THB,Thailand,119.0,34.0365
2017-07-01,TRY,Turkey,10.75,3.57605
2017-07-01,TWD,Taiwan,69.0,30.4775
2017-07-01,UAH,Ukraine,44.0,25.915
2017-07-01,UYU,Uruguay,130.0,28.705
2017-07-01,USD,United States,5.3,1.0
2017-07-01,VND,Vietnam,60000.0,22732.5
2017-07-01,ZAR,South Africa,30.0,13.27
2018-01-01,AED,UAE,14.0,3.673
2018-01-01,ARS,Argentina,75.0,18.9375
2018-01-01,AUD,Australia,5.9,1.253682693
2018-01-01,BRL,Brazil,16.5,3.2279
2018-01-01,CAD,Canada,6.55,1.2459
2018-01-01,CHF,Switzerland,6.5,0.96085
2018-01-01,CLP,Chile,2600.0,605.935
2018-01-01,CNY,China,20.4,6.432
2018-01-01,COP,Colombia,10900.0,2844.12
2018-01-01,CRC,Costa Rica,2290.0,568.53
2018-01-01,CZK,Czech Republic,79.0,20.747
2018-01-01,DKK,Denmark,30.0,6.0827
2018-01-01,EGP,Egypt,34.21,17.7
2018-01-01,EUR,Euro area,3.95,0.816826629
2018-01-01,GBP,Britain,3.19,0.72285673
2018-01-01,HKD,Hong Kong,20.5,7.819
2018-01-01,HUF,Hungary,864.0,252.14215
2018-01-01,IDR,Indonesia,35750.0,13359.0
2018-01-01,INR,India,180.0,63.86125
2018-01-01,ILS,Israel,16.5,3.43635
2018-01-01,JPY,Japan,380.0,110.725
2018-01-01,KRW,South Korea,4400.0,1069.25
2018-01-01,LKR,Sri Lanka,580.0,153.8
2018-01-01,MXN,Mexico,48.0,18.6635
2018-01-01,MYR,Malaysia,9.0,3.9539999999999997
2018-01-01,NOK,Norway,49.0,7.8501
2018-01-01,NZD,New Zealand,6.2,1.374664925
2018-01-01,PKR,Pakistan,375.0,110.505
2018-01-01,PEN,Peru,10.5,3.2119999999999997
2018-01-01,PHP,Philippines,134.0,50.725
2018-01-01,PLN,Poland,10.1,3.40575
2018-01-01,RUB,Russia,130.0,56.745
2018-01-01,SAR,Saudi Arabia,12.0,3.7503
2018-01-01,SGD,Singapore,5.8,1.32255
2018-01-01,SEK,Sweden,49.1,8.0188
2018-01-01,THB,Thailand,119.0,31.95
2018-01-01,TRY,Turkey,10.75,3.8026
2018-01-01,TWD,Taiwan,69.0,29.553
2018-01-01,UAH,Ukraine,47.0,28.715
2018-01-01,UYU,Uruguay,140.0,28.58
2018-01-01,USD,United States,5.28,1.0
2018-01-01,VND,Vietnam,65000.0,22711.5
2018-01-01,ZAR,South Africa,30.0,12.25815
2018-07-01,AED,United Arab Emirates,14.0,3.67315
2018-07-01,ARS,Argentina,75.0,27.725
2018-07-01,AUD,Australia,6.05,1.33985395591881
2018-07-01,AZN,Azerbaijan,3.95,1.70175
2018-07-01,BHD,Bahrain,1.2,0.37955
2018-07-01,BRL,Brazil,16.9,3.83835
2018-07-01,CAD,Canada,6.65,1.31235
2018-07-01,CHF,Switzerland,6.5,0.99325
2018-07-01,CLP,Chile,2640.0,651.73
